AREA,BA,BA_DIV_BB,BB,BF_ID,BF_TYPE,BLANK_TYPE,BM,BREADTH,BREADTH_DIV_LENGTH,BUTT_TYPE,BUTT_WORKING,CIRCUMFERENCE,COMPLETENESS,CONDITION,CONTEXT_LEVEL,CONTINENT,CORTEX_BACK,CORTEX_FRONT,CORTEX_TYPE,COUNTRY,DATE_FOUND,DEGREE_PATINATION,EDGE_PROFILE,EDGE_VIEW_AREA,EDGE_VIEW_CIRCUMFERENCE,EDGE_VIEW_L1,EDGE_VIEW_SYMMETRY,EDGE_VIEW_THICKNESS_L1,FINDER,FINDERS_NO,FRONTAL_SYMMETRY,L1,L1_BREADTH,L1_DIV_LENGTH,LENGTH,MUSEUM_ACCESSION_DATE,MUSEUM_ACCESSION_NO,MUSEUM_HOLDER,NOTES,PERCENTAGE_WORKED,RAW_MATERIAL_HARDNESS,RAW_MATERIAL_TEXTURE,RAW_MATERIAL_TYPE,SITENAME,SITE_SUBDIV,TA,TB,THICKNESS,THICKNESS_DIV_BREADTH,TM,WEIGHT
7096.7,61.0,0.91,66.5,1014,HANDAXE,UNCLEAR,80.9,82.4,0.73,NON-CORTICAL,COMPLETELY WORKED,294.3,COMPLETE,ABRADED,UNCLEAR,EUROPE,0,30,HARD CHALK RIND,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,2133.5,224.7,48.4,0.05,26.3,STURGE,UNCLEAR,0.06,53.5,81.8,0.47,111.85,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,MINIMAL WORKING OF REAR SURFACE; TYPICAL TOADS BELLY SPOTTED PATINATION OF REAR SURFACE,100,TOUGH,FINE,FLINT,WARREN HILL,UNCLEAR,16.3,23.8,28.3,0.34,25.2,259
8152.1,62.5,0.77,80.6,1015,HANDAXE,UNCLEAR,84.6,88.0,0.72,NON-CORTICAL,COMPLETELY WORKED,305.8,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,LINEAR,2807.8,293.5,50.8,0.63,32.5,STURGE,UNCLEAR,0.01,45.7,87.8,0.37,120.61,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,POSSIBLE NOTCHES ADJACENT TO TIP; TYPICAL TOAD BELLY FRONT SURFACE; GREENISH YELLOW IN COLOUR,100,TOUGH,FINE,FLINT,WARREN HILL,UNCLEAR,17.6,22.3,33.7,0.38,31.0,342
3139.1,34.8,0.73,47.1,844,HANDAXE,FLAKE,51.2,53.1,0.69,NON-CORTICAL,PARTIALLY WORKED,187.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,1351.8,158.5,44.0,0.02,25.9,STURGE,UNCLEAR,0.01,29.0,52.2,0.37,76.88,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,PARTIALLY WORKED PLATFORM ON BUTT,84,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,15.1,17.9,26.1,0.49,24.6,103
3020.7,32.4,0.73,43.9,845,HANDAXE,UNCLEAR,59.0,59.8,0.82,PARTIALLY CORTICAL,PARTIALLY WORKED,177.8,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,50,0,RIND STAINED,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,1095.3,139.6,30.3,0.01,23.8,STURGE,UNCLEAR,0.02,28.2,59.8,0.38,72.65,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,,63,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,14.0,16.9,24.7,0.41,22.9,83
4497.0,42.2,0.71,58.9,846,HANDAXE,UNCLEAR,63.2,68.2,0.76,NON-CORTICAL,COMPLETELY WORKED,223.7,COMPLETE,ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,IRREGULAR,1335.3,167.6,33.1,0.01,24.1,STURGE,UNCLEAR,0.01,33.0,67.9,0.37,88.8,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,12.3,18.4,25.0,0.36,22.5,139
3275.6,30.1,0.56,53.1,847,HANDAXE,UNCLEAR,53.1,59.0,0.73,NON-CORTICAL,COMPLETELY WORKED,193.4,COMPLETE,ROLLED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,IRREGULAR,1032.1,150.0,17.2,0.02,19.4,STURGE,UNCLEAR,0.01,22.9,58.9,0.28,80.08,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,10.6,18.6,21.0,0.35,17.2,97
3236.8,23.6,0.51,45.9,848,HANDAXE,UNCLEAR,45.1,52.2,0.57,NON-CORTICAL,COMPLETELY WORKED,206.6,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,TWISTED,1492.0,179.8,42.0,0.01,24.5,STURGE,UNCLEAR,0.01,31.0,51.7,0.34,90.42,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,ANTICLOCK TWIST OF 35 DEGREES,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,14.5,17.5,24.6,0.47,24.2,91
3586.4,37.9,1.0,37.6,849,HANDAXE,UNCLEAR,50.5,53.5,0.57,PARTIALLY CORTICAL,PARTIALLY WORKED,210.4,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,10,RIND STAINED,ENGLAND,UNCLEAR,PATINATED,LINEAR,1386.6,178.4,38.6,0.07,22.9,STURGE,UNCLEAR,0.01,40.4,53.1,0.43,92.9,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,,93,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,14.9,16.2,24.2,0.45,21.2,97
7545.5,60.6,0.91,65.9,850,HANDAXE,UNCLEAR,70.9,75.8,0.59,PARTIALLY CORTICAL,PARTIALLY WORKED,301.4,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,10,0,RIND STAINED,ENGLAND,UNCLEAR,PATINATED,LINEAR,2498.2,253.5,55.6,0.04,30.7,STURGE,UNCLEAR,0.01,43.6,75.6,0.34,127.34,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,,82,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,15.6,20.4,30.9,0.4,28.7,293
3066.2,33.7,0.67,49.8,851,HANDAXE,UNCLEAR,50.8,54.7,0.72,NON-CORTICAL,COMPLETELY WORKED,186.3,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,1361.5,158.5,26.8,0.03,26.1,STURGE,UNCLEAR,0.01,27.9,54.3,0.36,75.61,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,15.5,20.7,26.3,0.48,21.8,102
7550.8,48.8,0.73,66.7,852,HANDAXE,UNCLEAR,71.6,76.8,0.58,PARTIALLY CORTICAL,PARTIALLY WORKED,311.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,25,RIND STAINED,ENGLAND,UNCLEAR,PATINATED,LINEAR,2897.9,271.1,62.1,0.03,33.8,STURGE,UNCLEAR,0.01,52.2,75.8,0.4,130.29,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,TRANCHET SHARPENING OF TIP FROM BOTH SURFACES,88,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,13.9,27.1,35.0,0.45,32.1,285
17449.9,44.2,0.36,122.2,853,HANDAXE,COBBLE,82.0,124.5,0.52,PARTIALLY CORTICAL,COMPLETELY WORKED,541.2,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,55,35,RIND STAINED,ENGLAND,UNCLEAR,PATINATED,LINEAR,8579.6,477.2,83.1,0.01,59.1,STURGE,UNCLEAR,0.01,52.8,122.2,0.22,236.41,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,,82,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,18.4,48.8,59.1,0.47,49.1,1121
5423.9,42.3,0.68,61.9,854,HANDAXE,UNCLEAR,71.1,74.7,0.72,NON-CORTICAL,COMPLETELY WORKED,246.6,COMPLETE,ROLLED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,IRREGULAR,2662.1,217.1,35.5,0.04,38.0,STURGE,UNCLEAR,0.01,46.5,73.5,0.45,103.33,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,ROUGH ROLLED BIFACE,89,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,19.1,32.2,39.0,0.52,33.4,268
12656.6,78.5,0.81,96.2,855,HANDAXE,FLAKE,102.0,106.5,0.71,NON-CORTICAL,PARTIALLY WORKED,393.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,5,0,RIND STAINED,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,4583.8,318.3,43.1,0.02,43.8,STURGE,UNCLEAR,0.01,61.3,106.0,0.41,148.41,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,UNWORKED PLATFORM BUTT,64,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,20.3,41.0,45.9,0.43,37.2,682
10459.8,34.6,0.32,106.7,856,HANDAXE,UNCLEAR,57.2,107.8,0.65,NON-CORTICAL,PARTIALLY WORKED,403.6,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,10,0,RIND STAINED,ENGLAND,UNCLEAR,PATINATED,LINEAR,4145.0,342.6,71.6,0.02,40.3,STURGE,UNCLEAR,0.03,30.8,107.3,0.18,164.99,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,POINTED BIFACE,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,13.4,34.9,43.8,0.4,35.8,463
5588.1,38.9,0.51,75.5,857,HANDAXE,UNCLEAR,63.9,76.2,0.72,NON-CORTICAL,COMPLETELY WORKED,261.7,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,1632.0,202.4,33.9,0.01,23.5,STURGE,UNCLEAR,0.02,20.6,75.7,0.19,105.56,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,MADE ON FLAKE WITH MINIMAL FLAKING REQUIRED TO PRODUCE SHAPE,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,10.5,20.6,23.8,0.31,21.7,168
3776.4,37.4,0.77,48.2,858,HANDAXE,UNCLEAR,52.5,55.9,0.61,NON-CORTICAL,COMPLETELY WORKED,214.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,TWISTED,1778.4,185.5,39.2,0.01,25.4,STURGE,UNCLEAR,0.01,36.4,55.5,0.4,90.94,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,ANTICLOCK TWIST OF 35 DEGREES,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,21.3,21.1,25.7,0.45,24.6,109
4105.3,39.3,0.87,44.7,859,HANDAXE,FLAKE,52.1,54.7,0.54,NON-CORTICAL,PARTIALLY WORKED,231.8,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,IRREGULAR,1687.0,210.1,42.1,0.02,23.5,STURGE,UNCLEAR,0.02,59.4,54.7,0.59,99.55,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,ROUGHOUT; PARTIALLY WORKED PLATFORM ON LEFT HAND SIDE,80,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,17.0,16.1,23.5,0.42,20.5,129
20647.3,59.3,0.42,139.0,860,HANDAXE,COBBLE,91.8,141.0,0.61,CORTICAL,PARTIALLY WORKED,575.4,INCOMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,20,20,RIND STAINED,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,9439.2,487.1,71.3,0.03,61.8,STURGE,UNCLEAR,0.02,44.6,140.0,0.19,229.16,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,BROKEN TIP MISSING APPROXIMATELY 30mm,71,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,22.7,53.6,62.1,0.44,51.7,1358
3612.4,39.4,0.8,48.8,712,HANDAXE,UNCLEAR,55.1,56.5,0.67,NON-CORTICAL,COMPLETELY WORKED,205.3,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,TWISTED,1154.8,162.4,25.2,0.06,22.0,TESTER,UNCLEAR,0.02,36.9,56.5,0.44,83.09,1974,2,BRITISH MUSEUM; LONDON; ENGLAND,TRANCHET SHARPENING OF TIP FROM BOTH SURFACES; ANTICLOCK TWIST OF 25 DEGREES,100,TOUGH,FINE,FLINT,BOWMAN'S LODGE,UNCLEAR,9.9,19.2,22.1,0.39,18.9,103
8090.6,49.9,0.74,66.6,713,HANDAXE,UNCLEAR,74.1,77.6,0.56,NON-CORTICAL,COMPLETELY WORKED,315.6,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,LINEAR,3868.9,284.8,70.3,0.01,44.6,TESTER,UNCLEAR,0.0,53.6,76.7,0.38,138.42,1974,3,BRITISH MUSEUM; LONDON; ENGLAND,PROBABLE TRANCHET SHARPENING OF TIP FROM FRONT SURFACE BUT REMOVAL OVERLAIN BY LATER SCAR; SLIGHT ANTICLOCK TWIST OF 10 DEGREES,100,TOUGH,FINE,FLINT,BOWMAN'S LODGE,UNCLEAR,19.2,28.1,45.5,0.58,44.6,426
6953.8,34.3,0.49,70.0,901,HANDAXE,UNCLEAR,68.7,89.7,0.69,PARTIALLY CORTICAL,PARTIALLY WORKED,299.9,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,5,10,RIND STAINED,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,4432.0,276.4,32.7,0.05,60.1,STURGE,UNCLEAR,0.02,38.9,88.9,0.3,128.8,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,ROUGH THICK POINTED BIFACE,80,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,15.9,59.3,61.2,0.68,47.1,390
8890.8,49.0,0.71,68.6,902,HANDAXE,UNCLEAR,72.8,79.4,0.51,PARTIALLY CORTICAL,UNWORKED,347.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,10,20,RIND STAINED,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,3827.8,320.2,62.8,0.02,35.5,STURGE,UNCLEAR,0.01,59.8,79.1,0.38,155.55,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,,55,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,16.7,30.4,37.4,0.47,32.5,388
7101.9,32.0,0.44,71.8,903,HANDAXE,UNCLEAR,59.1,76.0,0.53,PARTIALLY CORTICAL,PARTIALLY WORKED,327.7,INCOMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,30,5,RIND STAINED,ENGLAND,UNCLEAR,LIGHTLY PATINATED,TWISTED,3467.7,288.8,54.4,0.01,34.0,STURGE,UNCLEAR,0.01,45.9,75.6,0.32,142.5,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,POINTED BIFACE WITH BROKEN TIP; MISSING APPROXIMATELY 10mm; ANTICLOCK TWIST OF 25 DEGREES,76,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,18.0,30.9,34.2,0.45,28.1,285
6313.3,28.9,0.37,77.8,904,HANDAXE,FLAKE,55.2,79.2,0.61,NON-CORTICAL,COMPLETELY WORKED,304.8,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,LINEAR,2708.6,256.5,45.9,0.26,33.1,STURGE,UNCLEAR,0.0,28.7,78.6,0.22,129.55,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,POINTED BIFACE; PLANO-CONVEX; PLATFORM FRAGMENT ON LOWER LEFT HAND CORNER,97,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,15.1,28.5,36.2,0.45,27.1,243
10415.8,37.5,0.46,80.8,905,HANDAXE,FLAKE,71.1,86.7,0.48,PARTIALLY CORTICAL,PARTIALLY WORKED,401.0,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,5,0,ABRADED,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,4623.0,358.6,63.9,0.09,39.4,STURGE,UNCLEAR,0.01,63.6,86.0,0.35,177.56,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,PLANO-CONVEX POINTED BIFACE,87,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,18.9,29.0,39.8,0.45,37.0,516
8188.8,41.7,0.64,64.6,906,HANDAXE,UNCLEAR,62.9,74.9,0.47,NON-CORTICAL,COMPLETELY WORKED,342.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,3954.5,296.6,62.6,0.02,39.3,STURGE,UNCLEAR,0.05,51.6,74.7,0.33,156.18,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,20.3,31.4,41.8,0.55,37.8,363
8698.0,67.6,1.19,56.4,907,HANDAXE,UNCLEAR,77.0,78.9,0.54,NON-CORTICAL,COMPLETELY WORKED,335.7,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,LINEAR,3546.8,285.0,47.3,0.03,35.5,STURGE,UNCLEAR,0.0,72.8,77.2,0.5,143.97,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,PATINATION DIFFERENCE PERHAPS SUGGESTING REWORKING,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,20.3,30.0,37.4,0.47,32.9,391
7858.2,58.6,0.71,81.7,908,HANDAXE,UNCLEAR,87.1,91.4,0.8,NON-CORTICAL,COMPLETELY WORKED,293.6,COMPLETE,ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,1903,PATINATED,TWISTED,3286.9,248.5,52.5,0.08,37.7,STURGE,UNCLEAR,0.0,48.3,89.7,0.42,113.67,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,ATTEMPTED TRANCHET SHARPENING OF FRONT SURFACE; ANTICLOCK TWIST OF 25 DEGREES,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,24.3,31.1,38.3,0.41,36.0,360
11792.2,69.4,0.92,75.2,909,HANDAXE,FLAKE,91.4,91.9,0.55,NON-CORTICAL,COMPLETELY WORKED,383.6,COMPLETE,ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,LINEAR,5379.6,332.7,74.5,0.01,48.3,STURGE,UNCLEAR,0.01,81.8,91.6,0.49,164.31,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,REMNANT PLATFORM ON MIDDLE RIGHT HAND SIDE,100,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,28.0,33.0,49.7,0.54,47.8,688
9289.5,56.0,0.83,67.4,910,HANDAXE,FLAKE,74.2,81.5,0.54,NON-CORTICAL,UNWORKED,364.0,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,IRREGULAR,4926.6,308.9,38.4,0.09,46.2,STURGE,UNCLEAR,0.01,53.8,81.3,0.36,149.17,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,ROUGHOUT,61,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,24.5,44.3,53.7,0.65,43.6,535
10950.4,58.1,0.65,88.1,911,HANDAXE,FLAKE,98.9,108.3,0.72,NON-CORTICAL,PARTIALLY WORKED,349.8,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,IRREGULAR,5092.2,299.7,58.7,0.01,44.5,STURGE,UNCLEAR,0.03,44.7,107.5,0.3,148.66,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,ROUGHOUT WITH PLATFORM ON LOWER LEFT HAND CORNER,87,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,34.9,43.1,45.9,0.42,42.9,604
9399.6,58.8,0.75,78.2,912,HANDAXE,FLAKE,81.7,86.6,0.6,PARTIALLY CORTICAL,PARTIALLY WORKED,337.1,COMPLETE,ABRADED,UNCLEAR,EUROPE,10,0,RIND STAINED,ENGLAND,UNCLEAR,PATINATED,LINEAR,3561.7,302.8,53.0,0.01,35.3,STURGE,UNCLEAR,0.01,58.1,86.6,0.4,141.97,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,PARTIALLY WORKED PLATFORM ON BUTT,86,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,17.4,31.8,35.8,0.41,28.0,393
8606.3,55.3,0.74,74.5,913,HANDAXE,FLAKE,83.6,86.1,0.63,PARTIALLY CORTICAL,PARTIALLY WORKED,318.7,COMPLETE,ROLLED,UNCLEAR,EUROPE,10,0,RIND STAINED,ENGLAND,UNCLEAR,PATINATED,IRREGULAR,3762.5,294.5,48.8,0.02,42.4,STURGE,UNCLEAR,0.03,46.7,86.1,0.34,135.27,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,ROLLED ROUGHOUT WITH PLATFORM ON BUTT,67,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,17.2,32.3,42.9,0.49,33.9,427
4049.2,27.8,0.45,61.3,914,HANDAXE,FLAKE,58.5,64.8,0.73,PARTIALLY CORTICAL,PARTIALLY WORKED,226.7,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,20,0,RIND STAINED,ENGLAND,UNCLEAR,PATINATED,IRREGULAR,2198.6,197.0,35.7,0.09,34.3,STURGE,UNCLEAR,0.01,32.2,63.4,0.36,87.78,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,,76,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,17.5,29.1,35.5,0.54,32.5,177
15019.0,81.0,0.9,89.9,915,HANDAXE,FLAKE,103.5,109.0,0.61,NON-CORTICAL,PARTIALLY WORKED,430.8,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,LINEAR,4702.1,368.3,54.2,0.0,36.5,STURGE,UNCLEAR,0.01,76.5,109.0,0.42,178.19,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,PARTIAL PLATFORM ON LOWER RIGHT HAND CORNER; POSSIBLE TRANCHET FLAKE ON REAR SURFACE,93,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,23.3,32.0,36.5,0.33,30.6,662
16573.5,85.7,0.83,102.4,916,HANDAXE,FLAKE,122.4,124.8,0.68,NON-CORTICAL,PARTIALLY WORKED,447.5,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,1877,PATINATED,LINEAR,5974.5,405.2,54.4,0.02,45.2,STURGE,UNCLEAR,0.03,72.5,124.8,0.4,180.89,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,PROBABLE ROUGHOUT,93,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,21.9,43.9,47.2,0.37,33.6,859
10830.7,65.1,0.9,71.9,917,HANDAXE,FLAKE,83.5,87.8,0.54,NON-CORTICAL,PARTIALLY WORKED,371.0,COMPLETE,ABRADED,UNCLEAR,EUROPE,0,5,RIND STAINED,ENGLAND,UNCLEAR,PATINATED,IRREGULAR,4478.9,326.6,84.1,0.03,38.9,STURGE,UNCLEAR,0.01,57.0,87.6,0.35,159.77,,UNCLEAR,BRITISH MUSEUM; LONDON; ENGLAND,ROUGHOUT WITH PARTIAL PLATFORM ON LEFT HAND SIDE,65,TOUGH,FINE,CHERT,BROOM PITS,UNCLEAR,25.4,26.6,39.4,0.44,38.6,485
6555.0,44.4,0.66,66.5,714,HANDAXE,FLAKE,75.4,80.2,0.69,NON-CORTICAL,PARTIALLY WORKED,276.2,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,LIGHTLY PATINATED,LINEAR,2361.9,233.0,23.4,0.07,29.6,TESTER,UNCLEAR,0.01,38.9,79.8,0.33,115.77,1974,499,BRITISH MUSEUM; LONDON; ENGLAND,UNWORKED PLATFORM ON LOWER LEFT HAND SIDE,87,TOUGH,FINE,FLINT,BOWMAN'S LODGE,UNCLEAR,14.9,29.6,29.6,0.36,25.6,250
4732.3,41.1,0.84,48.4,715,HANDAXE,UNCLEAR,58.4,60.1,0.57,NON-CORTICAL,COMPLETELY WORKED,244.8,INCOMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,TWISTED,1909.1,218.5,30.6,0.05,23.5,TESTER,UNCLEAR,0.01,50.6,58.9,0.48,104.87,1974,500,BRITISH MUSEUM; LONDON; ENGLAND,POSSIBLE FROST FRACTURE AND LOSS OF LOWER RIGHT HAND SIDE OF REAR SURFACE; TRANCHET SHARPENING OF TIP FROM REAR; ANTICLOCK TWIST OF 25 DEGREES,100,TOUGH,FINE,FLINT,BOWMAN'S LODGE,UNCLEAR,15.5,21.8,24.0,0.39,22.6,138
9648.2,57.9,0.72,79.4,716,HANDAXE,UNCLEAR,89.7,94.9,0.67,NON-CORTICAL,COMPLETELY WORKED,352.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,20,0,HARD CHALK RIND,ENGLAND,UNCLEAR,PATINATED,LINEAR,5253.9,324.8,105.3,0.06,43.0,TESTER,UNCLEAR,0.25,62.7,90.9,0.44,140.18,1974,497,BRITISH MUSEUM; LONDON; ENGLAND,,62,TOUGH,FINE,FLINT,BOWMAN'S LODGE,UNCLEAR,37.2,32.9,46.7,0.49,41.2,477
5603.9,38.9,0.75,51.2,717,HANDAXE,FLAKE,59.3,62.9,0.51,NON-CORTICAL,COMPLETELY WORKED,271.1,COMPLETE,LIGHTLY ABRADED,UNCLEAR,EUROPE,0,0,NONE,ENGLAND,UNCLEAR,PATINATED,TWISTED,2639.3,256.5,62.5,0.02,29.6,TESTER,UNCLEAR,0.01,49.1,62.4,0.4,121.54,1974,498,BRITISH MUSEUM; LONDON; ENGLAND,WELL SHAPED BIFACE WITH PROBABLE UNWORKED PLATFORM ON LOWER RIGHT HAND SIDE; TRANCHET SHARPENING OF TIP FROM BOTH SURFACES; SIGNIFICANT ANTICLOCK TWIST OF 45 DEGREES,100,TOUGH,FINE,FLINT,BOWMAN'S LODGE,UNCLEAR,18.1,21.9,30.1,0.47,29.5,205
